23.88.192.0,23.88.223.255,8192,07/06/13,
58.147.128.0,58.147.159.255,8192,15/06/05,
61.5.192.0,61.5.207.255,4096,05/01/11,
64.224.144.0,64.224.159.255,4096,23/02/00,
125.213.192.0,125.213.223.255,8192,28/02/07,
149.54.0.0,149.54.127.255,32768,07/09/12,
152.36.192.0,152.36.223.255,8192,10/01/92,
175.106.32.0,175.106.63.255,8192,08/01/10,
180.94.64.0,180.94.95.255,8192,31/07/09,
203.171.96.0,203.171.127.255,8192,05/11/04,
203.215.32.0,203.215.47.255,4096,04/04/06,

